"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"States"	"States Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Texas"	"48"	1428
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Utah"	"49"	171
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Vermont"	"50"	56
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Virginia"	"51"	484
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Washington"	"53"	479
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"West Virginia"	"54"	142
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Wisconsin"	"55"	428
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Wyoming"	"56"	33
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Alabama"	"01"	308
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Alaska"	"02"	28
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Arizona"	"04"	438
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Arkansas"	"05"	204
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"California"	"06"	2095
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Colorado"	"08"	312
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Connecticut"	"09"	264
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Delaware"	"10"	66
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"District of Columbia"	"11"	35
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Florida"	"12"	1393
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Georgia"	"13"	541
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Hawaii"	"15"	58
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Idaho"	"16"	98
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Illinois"	"17"	892
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Indiana"	"18"	487
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Iowa"	"19"	233
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Kansas"	"20"	176
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Kentucky"	"21"	301
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Louisiana"	"22"	272
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Maine"	"23"	118
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Maryland"	"24"	368
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Massachusetts"	"25"	504
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Michigan"	"26"	725
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Minnesota"	"27"	359
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Mississippi"	"28"	175
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Missouri"	"29"	415
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Montana"	"30"	75
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Nebraska"	"31"	131
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Nevada"	"32"	166
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"New Hampshire"	"33"	99
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"New Jersey"	"34"	664
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"New Mexico"	"35"	121
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"New York"	"36"	1367
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"North Carolina"	"37"	659
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"North Dakota"	"38"	32
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Ohio"	"39"	897
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Oklahoma"	"40"	282
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Oregon"	"41"	304
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Pennsylvania"	"42"	1016
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Rhode Island"	"44"	81
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"South Carolina"	"45"	324
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"South Dakota"	"46"	46
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Tennessee"	"47"	426
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Texas"	"48"	1511
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Utah"	"49"	161
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Vermont"	"50"	57
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Virginia"	"51"	468
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Washington"	"53"	436
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"West Virginia"	"54"	160
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Wisconsin"	"55"	465
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Wyoming"	"56"	38
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Alabama"	"01"	334
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Alaska"	"02"	41
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Arizona"	"04"	426
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Arkansas"	"05"	223
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"California"	"06"	2242
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Colorado"	"08"	311
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Connecticut"	"09"	255
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Delaware"	"10"	63
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"District of Columbia"	"11"	40
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Florida"	"12"	1420
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Georgia"	"13"	577
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Hawaii"	"15"	57
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Idaho"	"16"	121
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Illinois"	"17"	833
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Indiana"	"18"	488
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Iowa"	"19"	254
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Kansas"	"20"	202
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Kentucky"	"21"	357
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Louisiana"	"22"	262
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Maine"	"23"	106
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Maryland"	"24"	395
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Massachusetts"	"25"	525
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Michigan"	"26"	800
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Minnesota"	"27"	326
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Mississippi"	"28"	205
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Missouri"	"29"	459
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Montana"	"30"	65
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Nebraska"	"31"	137
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Nevada"	"32"	162
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"New Hampshire"	"33"	102
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"New Jersey"	"34"	664
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"New Mexico"	"35"	113
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"New York"	"36"	1319
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"North Carolina"	"37"	609
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"North Dakota"	"38"	47
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Ohio"	"39"	834
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Oklahoma"	"40"	291
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Oregon"	"41"	309
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Pennsylvania"	"42"	1060
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Rhode Island"	"44"	70
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"South Carolina"	"45"	324
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"South Dakota"	"46"	67
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Tennessee"	"47"	445
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Texas"	"48"	1520
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Utah"	"49"	156
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Vermont"	"50"	59
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Virginia"	"51"	479
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Washington"	"53"	465
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"West Virginia"	"54"	175
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Wisconsin"	"55"	477
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Wyoming"	"56"	28
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Alabama"	"01"	372
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Alaska"	"02"	46
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Arizona"	"04"	458
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Arkansas"	"05"	206
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"California"	"06"	2226
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Colorado"	"08"	340
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Connecticut"	"09"	285
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Delaware"	"10"	76
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"District of Columbia"	"11"	40
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Florida"	"12"	1414
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Georgia"	"13"	593
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Hawaii"	"15"	62
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Idaho"	"16"	121
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Illinois"	"17"	896
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Indiana"	"18"	514
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Iowa"	"19"	248
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Kansas"	"20"	215
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Kentucky"	"21"	327
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Louisiana"	"22"	269
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Maine"	"23"	116
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Maryland"	"24"	386
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Massachusetts"	"25"	519
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Michigan"	"26"	802
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Minnesota"	"27"	357
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Mississippi"	"28"	188
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Missouri"	"29"	435
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Montana"	"30"	79
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Nebraska"	"31"	138
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Nevada"	"32"	160
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"New Hampshire"	"33"	99
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"New Jersey"	"34"	662
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"New Mexico"	"35"	125
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"New York"	"36"	1365
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"North Carolina"	"37"	601
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"North Dakota"	"38"	42
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Ohio"	"39"	956
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Oklahoma"	"40"	240
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Oregon"	"41"	317
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Pennsylvania"	"42"	1045
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Rhode Island"	"44"	80
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"South Carolina"	"45"	307
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"South Dakota"	"46"	62
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Tennessee"	"47"	485
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Texas"	"48"	1571
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Utah"	"49"	172
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Vermont"	"50"	51
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Virginia"	"51"	518
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Washington"	"53"	499
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"West Virginia"	"54"	155
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Wisconsin"	"55"	441
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Wyoming"	"56"	31
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Alabama"	"01"	361
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Alaska"	"02"	55
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Arizona"	"04"	466
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Arkansas"	"05"	206
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"California"	"06"	2311
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Colorado"	"08"	364
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Connecticut"	"09"	286
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Delaware"	"10"	68
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"District of Columbia"	"11"	36
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Florida"	"12"	1512
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Georgia"	"13"	598
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Hawaii"	"15"	72
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Idaho"	"16"	102
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Illinois"	"17"	843
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Indiana"	"18"	436
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Iowa"	"19"	253
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Kansas"	"20"	172
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Kentucky"	"21"	373
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Louisiana"	"22"	269
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Maine"	"23"	126
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Maryland"	"24"	379
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Massachusetts"	"25"	465
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Michigan"	"26"	727
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Minnesota"	"27"	361
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Mississippi"	"28"	166
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Missouri"	"29"	466
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Montana"	"30"	76
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Nebraska"	"31"	137
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Nevada"	"32"	138
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"New Hampshire"	"33"	129
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"New Jersey"	"34"	665
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"New Mexico"	"35"	124
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"New York"	"36"	1395
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"North Carolina"	"37"	681
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"North Dakota"	"38"	45
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Ohio"	"39"	936
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Oklahoma"	"40"	281
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Oregon"	"41"	313
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Pennsylvania"	"42"	1008
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Rhode Island"	"44"	60
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"South Carolina"	"45"	297
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"South Dakota"	"46"	52
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Tennessee"	"47"	505
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Texas"	"48"	1591
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Utah"	"49"	166
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Vermont"	"50"	66
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Virginia"	"51"	570
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Washington"	"53"	526
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"West Virginia"	"54"	148
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Wisconsin"	"55"	501
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Wyoming"	"56"	50
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Alabama"	"01"	331
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Alaska"	"02"	71
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Arizona"	"04"	467
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Arkansas"	"05"	213
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"California"	"06"	2316
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Colorado"	"08"	335
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Connecticut"	"09"	277
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Delaware"	"10"	59
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"District of Columbia"	"11"	40
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Florida"	"12"	1495
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Georgia"	"13"	587
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Hawaii"	"15"	60
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Idaho"	"16"	102
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Illinois"	"17"	901
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Indiana"	"18"	501
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Iowa"	"19"	219
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Kansas"	"20"	191
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Kentucky"	"21"	349
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Louisiana"	"22"	270
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Maine"	"23"	121
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Maryland"	"24"	396
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Massachusetts"	"25"	489
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Michigan"	"26"	725
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Minnesota"	"27"	354
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Mississippi"	"28"	205
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Missouri"	"29"	431
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Montana"	"30"	87
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Nebraska"	"31"	149
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Nevada"	"32"	164
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"New Hampshire"	"33"	117
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"New Jersey"	"34"	695
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"New Mexico"	"35"	116
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"New York"	"36"	1342
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"North Carolina"	"37"	711
